Sexo;Estado Civil;Anos de estudo;Formação;Tempo de empresa;Unidade;Departamento;Cargo;Salário;Bônus
Masculino;Casado;12;Exatas;0;Curitiba;Pessoal;Auxiliar;1,6;4,98
Feminino;Casado;13;Humanas;10;Rio de Janeiro;Pessoal;Assistente;4,1;50,8
Masculino;Casado;17;Sócio-econômicas;15;Rio de Janeiro;Vendas;Gerente;15,22;26,28
Masculino;Casado;15;Sócio-econômicas;5;Rio de Janeiro;Vendas;Assistente;17,34;36,08
Masculino;Casado;19;Sócio-econômicas;23;Rio de Janeiro;Vendas;Gerente;18,39;39,34
Masculino;Casado;13;Humanas;4;Curitiba;Vendas;Auxiliar;2,74;9,18
Masculino;Casado;14;Humanas;15;Rio de Janeiro;Produção;Assistente;10,91;12,18
Feminino;Casado;16;Sócio-econômicas;27;Rio de Janeiro;Produção;Assistente;17,34;30,44
Masculino;Solteiro;17;Sócio-econômicas;15;Rio de Janeiro; ;Assistente;7,19;13,16
Feminino;Solteiro;11;Exatas;5;Florianópolis;Produção;Auxiliar;1,24;2,24
Masculino;Casado;19;Humanas;26;Rio de Janeiro;Vendas;Assistente;20,05;92,06
Masculino;Casado;16;Exatas;3;Florianópolis;Produção;Assistente;4,4;58,26
Feminino;Casado;12;Sócio-econômicas;8;São Paulo;Produção;Auxiliar;7,75;3,24
Feminino;Casado;16;Humanas;29;Rio de Janeiro;Pessoal;Assistente;4,65;10,96
Masculino;Solteiro;12;Sócio-econômicas;16;Rio de Janeiro;Vendas;Assistente;11,53;6,78
Feminino;Casado;12;Exatas;8;Florianópolis;Produção;Auxiliar;1,98;3,08
Feminino;Casado;18;Exatas;24;Rio de Janeiro;Financeiro;Assistente;6,17;12,02
Masculino;Casado;15;Sócio-econômicas;21;Rio de Janeiro;Vendas;Assistente;23,24;96,08
Masculino;Casado;17;Sócio-econômicas;28;Curitiba;Produção;Assistente;17,69;23,84
Masculino;Casado;15;Sócio-econômicas;19;Rio de Janeiro;Vendas;Assistente;17;11,86
Masculino;Casado;13;Sócio-econômicas;25;São Paulo;Vendas;Assistente;13,86;27,14
Feminino;Casado;16;Sócio-econômicas;18;São Paulo;Vendas;Assistente;10,19;16,68
Masculino;Casado;22;Sócio-econômicas;32;Rio de Janeiro;Vendas;Gerente;55,5;112,5
Masculino;Casado;10;Exatas;11;Curitiba;Produção;Auxiliar;1,25;5,48
Masculino;Casado;18;Sócio-econômicas;26;São Paulo;Produção;Assistente;28,41;31,7
Feminino;Casado;23;Sócio-econômicas;20;Rio de Janeiro;Vendas;Gerente;55,5;162,36
Masculino;Viúvo;14;Humanas;14;Florianópolis;Pessoal;Assistente;4,4;17,7
Feminino;Solteiro;9;Exatas;9;Curitiba;Produção;Auxiliar;1,9;3,72
Feminino;Casado;19;Sócio-econômicas;36;Rio de Janeiro;Vendas;Gerente;55,87;83,74
Masculino;Casado;13;Sócio-econômicas;13;Curitiba;Produção;Auxiliar;10,54;66,44
Masculino;Casado;8;Biológicas;0;Curitiba;Produção;Auxiliar;1,24;2,4
Masculino;Solteiro;9;Humanas;26;Rio de Janeiro;Produção;Auxiliar;1,88;2,36
Masculino;Casado;12;Humanas;14;Rio de Janeiro;Pessoal;Auxiliar;6,93;19
Masculino;Solteiro;15;Exatas;13;Rio de Janeiro;Pessoal;Assistente;3,65;6,2
Masculino;Casado;14;Sócio-econômicas;25;Rio de Janeiro;Vendas;Assistente;22;36,08
Feminino;Solteiro;12;Biológicas;1;Florianópolis;Produção;Auxiliar;1,49;3,94
Masculino;Solteiro;13;Biológicas;14;São Paulo;Produção;Auxiliar;1,8;5,14
Feminino;Divorciado;10;Sócio-econômicas;5;Rio de Janeiro;Produção;Auxiliar;2,12;7,74
Masculino;Casado;14;Sócio-econômicas;22;Rio de Janeiro;Vendas;Assistente;21,6;25,72
Masculino;Solteiro;14;Humanas;16;São Paulo;Vendas;Auxiliar;2,87;4,6
Masculino;Casado;18;Sócio-econômicas;22;Rio de Janeiro;Vendas;Gerente;27,69;61,76
Masculino;Viúvo;14;Sócio-econômicas;17;São Paulo;Produção;Assistente;13,57;32,02
Masculino;Casado;15;Sócio-econômicas;6;Florianópolis;Pessoal;Auxiliar;6,01;6,2
Feminino;Casado;15;Huma ;20;Rio de Janeiro;Vendas;Assistente;11,92;7,84
Masculino;Casado;17;Biológicas;12;Rio de Janeiro;Vendas;Assistente;9,39;23,06
Masculino;Casado;12;Humanas;11;Florianópolis;Vendas;Auxiliar;3,44;23,84
Masculino;Solteiro;14;Sócio-econômicas;14;Curitiba;Financeiro;Assistente;6,09;22,82
Masculino;Casado;16;Exatas;11;Florianópolis;Vendas;Assistente;9,73;19,22
Masculino;Casado;20;Sócio-econômicas;22;Curitiba;Vendas;Gerente;45,05;78,28
Feminino;Casado;18;Sócio-econômicas;9;São Paulo;Vendas;Assistente;14,15;49,04
Feminino;Solteiro;9;Exatas;0;Curitiba;Produção;Auxiliar;1,16;2,92
Masculino;Casado;14;Exatas;11;São Paulo;Produção;Auxiliar;7,66;3,04
Masculino;Solteiro;11;Exatas;11;Curitiba;Produção;Auxiliar;1,7;3,78
Feminino;Viúvo;15;Humanas;25;Curitiba;Vendas;Assistente;17,17;22,56
Feminino;Solteiro;14;Sócio-econômicas;18;Curitiba;Vendas;Auxiliar;10,07;11,72
Feminino;Viúvo;10;Biológicas;2;Florianópolis;Vendas;Auxiliar;1,29;2,54
Feminino;Casado;13;Sócio-econômicas;5;Florianópolis;Financeiro;Auxiliar;5,93;31,38
Masculino;Casado;23;Sócio-econômicas;26;São Paulo;Vendas;Gerente;41,56;71,92
Masculino;Divorciado;12;Exatas;7;São Paulo;Produção;Auxiliar;2,91;11,72
Masculino;Casado;17;Sócio-econômicas;26;Rio de Janeiro;Vendas;Assistente;12,45;42,8
Masculino;Viúvo;19;Sócio-econômicas;23;Rio de Janeiro;Vendas;Assistente; ;15,12
Feminino;Casado;16;Humanas;23;Curitiba;Vendas;Assistente;13,57;50,8
Masculino;Casado;17;Sócio-econômicas;20;Curitiba;Produção;Assistente;11,92;49,92
Masculino;Solteiro;18;Sócio-econômicas;19;São Paulo;Vendas;Assistente;13,86;9,56
Feminino;Casado;16;Sócio-econômicas;24;São Paulo;Vendas;Assistente;24,09;49,04
Feminino;Solteiro;12;Sócio-econômicas;10;Rio de Janeiro;Produção;Auxiliar;5,7;3,72
Masculino;Solteiro;13;Sócio-econômicas;12;Curitiba;Vendas;Assistente;3,34;29,52
Masculino;Casado;19;Exatas;16;Rio de Janeiro;Vendas;Assistente;9,84;18,56
Feminino;Casado;12;Humanas;9;Florianópolis;Pessoal;Auxiliar;2,83;6,88
Masculino;Viúvo;16;Sócio-econômicas;20;Rio de Janeiro;Vendas;Assistente;13,57;40,86
Masculino;Casado;12;Humanas;8;Rio de Janeiro;Financeiro;Assistente;6,84;24,64
Feminino;Casado;9;Humanas;0;Curitiba;Produção;Auxiliar;1,33;2,5
Masculino;Divorciado;10;Sócio-econômicas;4;Rio de Janeiro;Financeiro;Auxiliar;5,63;11,86
Feminino;Solteiro;10;Exatas;4;Florianópolis;Produção;Auxiliar;1,03;2,12
Feminino;Casado;14;Sócio-econômicas;4;São Paulo;Pessoal;Auxiliar;3,49;6,88
Feminino;Casado;15;Sócio-econômicas;20;Rio de Janeiro;Produção;Assistente;9,39;16,28
Feminino;Solteiro;14;Humanas;2;Rio de Janeiro;Vendas;Auxiliar;5,78;7,52
Masculino;Casado;13;Sócio-econômicas;0;Curitiba;Produção;Auxiliar;3,98;3,98
Feminino;Casado;13;Sócio-econômicas;12;Curitiba;Financeiro;Auxiliar;2,57;3,14
Masculino;Casado;17;Humanas;21;Rio de Janeiro;Produção;Assistente;11,92;29,2
Feminino;Solteiro;14;Biológicas;7;São Paulo;Financeiro;Auxiliar;3,19;3,54
Masculino;Casado;16;Biológicas;18;Curitiba;Produção;Assistente;8,44;30,74
Masculino;Casado;18;Sócio-econômicas;28;Rio  ;Financeiro;Assistente;15,69;5,06
Masculino;Casado;20;Humanas;26;Florianópolis;Vendas;Assistente;22,21;120,94
Masculino;Casado;18;Sócio-econômicas;36;Curitiba;Vendas;Gerente;45,37;29,2
Feminino;Solteiro;15;Biológicas;4;Curitiba;Vendas;Auxiliar;3,34;4,18
Masculino;Casado;17;Sócio-econômicas;21;Rio de Janeiro;Vendas;Gerente;23,66;63,82
Masculino;Casado;13;Exatas;3;Curitiba;Produção;Assistente;1,34;9,3
Masculino;Casado;16;Sócio-econômicas;16;Curitiba;Produção;Assistente;20,81;34,68
Masculino;Solteiro;14;Humanas;8;São Paulo;Produção;Auxiliar;3,14;3,12
Masculino;Casado;10;Sócio-econômicas;0;Curitiba;Produção;Auxiliar;1,73;8,44
Masculino;Casado;16;Exatas;18;Rio de Janeiro;Vendas;Assistente;4,04;4,76
Masculino;Casado;13;Biológicas;0;Curitiba;Pessoal;Auxiliar;3,81;8,32
Masculino;Casado;20;Sócio-econômicas;24;Rio de Janeiro;Vendas;Gerente;46,03;59,26
Masculino;Casado;17;Humanas;23;Rio de Janeiro;Vendas;Assistente;23,66;56,82
Masculino;Casado;16;Sócio-econômicas;29;Rio de Janeiro;Vendas;Gerente;42,81;70,8
Masculino;Casado;15;Exatas;16;Rio de Janeiro;Produção;Auxiliar;2,87;8,2
Masculino;Solteiro;13;Sócio-econômicas;12;São Paulo;Vendas;Auxiliar;2,34;2,7
Feminino;Casado;14;Sócio-econômicas;20;Rio de Janeiro;Produção;Assistente;15,85;16,68
Masculino;Solteiro;11;Biológicas;4;São Paulo;Vendas;Auxiliar;2,3;12,66
Feminino;Casado;15;Biológicas;12;Florianópolis;Vendas;Auxiliar;5,7;22,82
Masculino;Divorciado;12;Sócio-econômicas;5;Curitiba;Vendas;Auxiliar;7,19;29,52
Feminino;Solteiro;11;Sócio-econômicas;22;São Paulo;Produção;Auxiliar;3,14;3,28
Feminino;Divorciado;12;Exatas;2;Florianópolis;Produção;Auxiliar;1,17;2,14
Masculino;Casado;19;Sócio-econômicas;32;Rio de Janeiro;Vendas;Gerente;64,88;97,44
Masculino;Casado;18;Sócio-econômicas;35;Rio de Janeiro;Vendas;Gerente;35,4;41,62
Masculino;Casado;19;Sócio-econômicas;16;Rio de Janeiro;Vendas;Gerente;51,15;69,7
Masculino;Casado;12;Exatas;9;São Paulo;Financeiro;Auxiliar;3,39;17,3
Feminino;Casado;14;Biológicas;12;Curitiba;Pessoal;Auxiliar;10,3;32,68
Feminino;Casado;20;Sócio-econômicas;35;Rio de Janeiro;Vendas;Assistente;37,67;31,06
Masculino;Solteiro;13;Sócio-econômicas;22;Rio de Janeiro;Produção;Auxiliar;3,7;9,44
Masculino;Casado;16;Sócio-econômicas;19;São Paulo;Produção;Assistente;15,69;34
Masculino;Solteiro;17;Sócio-econômicas;12;São Paulo;Financeiro;Assistente;8,44;9,7
Masculino;Casado;12;Sócio-econômicas;18;Curitiba;Vendas;Assistente;14,76;16,88
Masculino;Casado;16;Humanas;20;Curitiba;Vendas;Assistente;20,62;22,56
Masculino;Casado;21;Sócio-econômicas;29;Rio de Janeiro;Vendas;Gerente;43,12;120,94
Feminino;Viúvo;14;Biológicas;6;Curitiba;Financeiro;Auxiliar;1,27;3,12
Masculino;Casado;18;Sócio-econômicas;33;Rio de Janeiro;Vendas;Assistente;20,62;37,14
Feminino;Solteiro;13;Sócio-econômicas;7;Curitiba;Prod ;Auxiliar;1,1;2,32
Feminino;Viúvo;10;Exatas;8;Florianópolis;Pessoal;Auxiliar;1,98;3,66
Masculino;Solteiro;16;Humanas;26;Rio  ;Vendas;Auxiliar;10,78;8,8
Masculino;Casado;12;Sócio-econômicas;19;Curitiba;Produção;Auxiliar;13;6,68
Masculino;Casado;11;Exatas;12;Florianópolis;Produção;Auxiliar;4,4;2,58
Masculino; ;9;Humanas;0;Curitiba;Produção;Auxiliar;1,39;2,78
Feminino;Casado;14;Humanas;12;Rio de Janeiro;Vendas;Auxiliar;6,93;17,92
Masculino;Casado;15;Sócio-econômicas;8;Curitiba;Produção;Auxiliar;2,34;12,84
Feminino;Divorciado;12;Exatas;14;Curitiba;Produção;Auxiliar;1,93;5,92
Masculino;Casado;21;Sócio-econômicas;41;Rio de Janeiro;Vendas;Assistente;51,86;92,72
Feminino;Casado;18;Exatas;19;Rio de Janeiro;Pessoal;Auxiliar;10,19;27,84
Feminino;Casado;8;Exatas;1;Curitiba;Produção;Auxiliar;1,4;2,24
Feminino;Casado;14;Biológicas;4;São Paulo;Vendas;Auxi ;7,75;35,38
Masculino;Casado;8;Humanas;0;Curitiba;Produção;Auxiliar;1,28;2,3
Feminino;Solteiro;11;Exatas;15;Curitiba;Produção;Auxiliar;1,1;2,48
Masculino;Casado;15;Humanas;16;São Paulo;Pessoal;Auxiliar;10,19;12,02
Masculino;Casado;15;Humanas;11;Curitiba;Vendas;Auxiliar;4,65;18,34
Masculino;Viúvo;14;Sócio-econômicas;10;Rio de Janeiro;Financeiro;Assistente;4,92;16,68
Feminino;Divorciado;9;Humanas;15;Florianópolis;Produção;Auxiliar;1,75;2,96
Feminino;Casado;14;Biológicas;15;Florianópolis;Produção;Auxiliar;1,46;9,04
Feminino;Casado;12;Humanas;10;São Paulo;Vendas;Auxiliar;4,28;13,86
Feminino;Solteiro;16;Sócio-econômicas;1;Florianópolis;Financeiro;Assistente;3,1;8,8
Masculino;Casado;12;Biológicas;8;Curitiba;Produção;Auxiliar;4,92;3,84
Masculino;Casado;16;Sócio-econômicas;14;Curitiba;Pessoal;Assistente;15,06;52,14
Feminino;Casado;19;Sócio-econômicas;13;Curitiba;Vendas;Assistente;27,22;57,78
Feminino;Casado;16;Sócio-econômicas;22;Florianópolis;Vendas;Assistente;21,6;105,16
Masculino;Casado;12;Sócio-econômicas;25;Rio de Janeiro;Produção;Auxiliar;15,22;19,92
Feminino;Casado;15;Biológicas;14;Curitiba;Pessoal;Assistente;5,86;21,08
Masculino;Solteiro;12;Sócio-econômicas;15;Florianópolis;Produção;Auxiliar;3,1;5,92
Masculino;Casado;14;Sócio-econômicas;2;Rio de Janeiro;Pessoal;Auxiliar;8,44;5,66
Feminino;Solteiro;13;Sócio-econômicas;11;Rio de Janeiro;Produção;Auxiliar;4,72;8,92
Masculino;Casado;15;Exatas;12;Rio de Janeiro;Vendas;Assistente;9,28;12,84
Feminino;Solteiro;14;Exatas;0;Florianópolis;Produção;Auxiliar;1,49;2,04
Masculino;Casado;17;Sócio-econômicas;29;Rio de Janeiro;Vendas;Gerente;28,89;57,3
Masculino;Casado;17;Sócio-econômicas;30;Rio de Janeiro;Vendas;Assistente;46,69;40,1
Feminino;Casado;15;Sócio-econômicas;15;Curitiba;Vendas;Assistente;11,92;16,68
Feminino;Divorciado;17;Sócio-econômicas;17;Rio de Janeiro;Vendas;Auxiliar;1,46;31,06
Masculino;Viúvo;16;Exatas;4;Rio de Janeiro;Vendas;Assistente;6,93;10,1
Feminino;Casado;13;Sócio-econômicas;21;Curitiba;Vendas;Assistente;10,54;14,56
Masculino;Casado;15;Sócio-econômicas;6;São Paulo;Financeiro;Auxiliar;7,56;15,5
Feminino;Casado;19;Sócio-econômicas;19;São Paulo;Vendas;Assistente;26,99;30,44
Masculino;Casado;14;Sócio-econômicas;8;São Paulo;Vendas;Assistente;13,14;38,24
Masculino;Casado;20;Sócio-econômicas;19;Rio de Janeiro;Vendas;Gerente;30,12;48,6
Masculino;Casado;20;Sócio-econômicas;14;Rio de Janeiro;Vendas;Assistente;51,86;86,88
Feminino;Viúvo;13;Sócio-econômicas;17;São Paulo;Vendas;Auxiliar;6,25;12,5
Feminino;Casado;18;Sócio-econômicas;24;São Paulo;Vendas;Gerente;31,13;63,82
Feminino;Casado;10;Exatas;0;Curitiba;Produção;Auxiliar;1,12;2,88
Masculino;Casado;10;Biológicas;5;São Paulo;Produção;Auxiliar;3,29;9,04
Masculino;Casado;16;Biológicas;14;Rio de Janeiro;Pessoal;Assistente;6,5;41,62
Masculino;Solteiro;9;Exatas;1;Curitiba;Produção;Auxiliar;2,05;2,4
Feminino;Casado;16;Humanas;10;Florianópolis;Produção;Auxiliar;3;13
Feminino;Casado;20;Sócio-econômicas;12;Rio de Janeiro;Vendas;Assistente;34,85;37,5
Feminino;Casado;12;Humanas;9;Florianópolis;Vendas;Auxiliar;1,41;15,12
Masculino;Divorciado;14;Humanas;7;Rio de Janeiro;Vendas;Auxiliar;3,98;8,08
Masculino;Casado;16;Humanas;14;Flor ;Produção;Auxiliar;9,28;12,5
Feminino;Casado;10;Exatas;0;Florianópolis;Produção;Auxiliar;1,18;3,36
Feminino;Casado;13;Exatas;7;Rio de Janeiro;Produção;Auxiliar;3,19;12,66
Masculino;Viúvo;14;Exatas;0;Curitiba;Produção;Auxiliar;1,25;2,88
Feminino;Casado;13;Humanas;11;Florianópolis;Financeiro;Assistente;2,96;8,44
Feminino;Viúvo;14;Sóci ;5;Florianópolis;Produção;Auxiliar;3;7,08
Masculino;Casado;18;Exatas;19;Rio de Janeiro;Vendas;Assistente;9,28;6,28
Masculino;Divorciado;13;Humanas;10;Rio de Janeiro;Vendas;Auxiliar;4,4;9,56
Masculino;Viúvo;17;Humanas;16;Rio de Janeiro;Produção;Assistente;10,66;31,38
Masculino;Divorciado;16;Sócio-econômicas;30;Rio de Janeiro;Vendas;Gerente;34,85;46,06
Feminino;Solteiro;14;Humanas;0;Florianópolis;Produção;Auxiliar;2,16;3,04
Masculino;Casado;14;Sócio-econômicas;25;Rio de Janeiro;Vendas;Assistente;20,05;46,9
Masculino;Solteiro;12;Exatas;9;Rio de Janeiro;Financeiro;Auxiliar;1,68;3,9
Feminino;Casado;16;Sócio-econômicas;12;Curitiba;Vendas;Assistente;14,6;34
Masculino;Casado;15;Humanas;20;Curitiba;Financeiro;Assistente;8,14;15,5
Feminino;Casado;13;Sócio-econômicas;20;Rio de Janeiro;Vendas;Assistente;11,03;80,68
Masculino;Casado;13;Humanas;0;Florianópolis;Produção;Auxiliar;4,78;6,78
Feminino;Solteiro;12;Sócio-econômicas;8;São Paulo;Produção;Auxiliar;2,91;2,98
Masculino;Casado;16;Sócio-econômicas;27;Rio de Janeiro;Vendas;Assistente;35,68;87,52
Feminino;Viúvo;13;Exatas;9;Florianópolis;Produção;Auxiliar;1,88;2
Masculino;Solteiro;11;Exatas;3;Curitiba;Produção;Auxiliar;1,36;2,76
Masculino;Casado;19;Sócio-econômicas;17;Curitiba;Vendas;Assistente;34,85;124,9
Feminino;Solteiro;17;Sócio-econômicas;15;Rio de Janeiro;Financeiro;Assistente;10,42;6,28
Masculino;Casado;14;Biológicas;14;Florianópolis;Produção;Assistente;9,07;11,72
Masculino;Casado;18;Sócio-econômicas;31;Rio de Janeiro;Vendas;Gerente;26,76;53,06
Masculino;Casado;20;Sócio-econômicas;13;Rio de Janeiro;Vendas;Assistente;18,22;16,08
Masculino;Casado;17;Sócio-econômicas;26;Rio de Janeiro;Vendas;Gerente;30,37;105,16
Feminino;Casado;17;Humanas;22;Curitiba;Produção;Assistente;3,92;21,08
Feminino;Casado;19;Sócio-econômicas;38;São Paulo;Vendas;Gerente;46,03;231,96
Masculino;Casado;16;Sócio-econômicas;8;Rio de Janeiro;Vendas;Assistente;9,61;13,68
Feminino;Casado;18;Sócio-econômicas;19;Rio de Janeiro;Vendas;Gerente;26,53;35,38
Feminino;Casado;15;Exatas;8;Curitiba;Vendas;Auxiliar;4,59;16,68
Masculino;Divorciado;14;Exatas;13;Rio de Janeiro;Produção;Auxiliar;1,44;3,04
Masculino;Casado;13;Exatas;8;Curitiba;Produção;Auxiliar;3,29;16,08
Masculino;Casado;13;Exatas;17;Rio de Janeiro;Pessoal;Assistente;8,04;20,14
Feminino;Casado;14;Exatas;0;São Paulo;Financeiro;Auxiliar;2,16;3,3
Masculino;Casado;14;Sócio-econômicas;4;Rio de Janeiro;Produção;Assistente;8,04;3,26
Masculino;Casado;13;Sócio-econômicas;20;Curitiba;Produção;Assistente;11,03;20,14
Feminino;Casado;15;Sócio-econômicas;18;Curitiba;Produção;Assistente;10,07;40,86
Masculino;Casado;12;Humanas;18;São Paulo;Produção;Auxiliar;3,65;10,52
Feminino;Casado;12;Sócio-econômicas;0;Curitiba;Vendas;Auxiliar;8,34;20,6
Masculino;Casado;22;Sócio-econômicas;25;Rio de Janeiro;Vendas;Gerente;64,07;159,56
Feminino;Casado;14;Humanas;10;Florianópolis;Vendas;Assistente;8,34;28,02
Masculino;Casado;14;Sócio-econômicas;23;Curitiba;Financeiro;Assistente;14,6;26
Feminino;Casado;13;Sócio-econômicas;6;Curitiba;Financeiro;Auxiliar;3,65;23,06
Feminino;Viúvo;12;Humanas;14;Florianópolis;Produção;Auxiliar;2,19;3,14
Feminino;Solteiro;12;Exatas;4;Florianópolis;Produção;Auxiliar;1,34;3,22
Feminino;Casado;12;Sócio-econômicas;17;Curitiba;Produção;Auxiliar;1,96;9,04
Feminino;Viúvo;13;Humanas;12;Curitiba;Vendas;Assistente;5,48;23,06
Masculino;Casado;15;Sócio-econômicas;18;Rio de Janeiro;Vendas;Assistente;25,85;20,38
Masculino;Casado;18;Sócio-econômicas;15;São Paulo;Vendas;Assistente;16,5;25,18
Masculino;Casado;22;Sóci ;30;Rio de Janeiro;Vendas;Gerente;74,75;153,1
Feminino;Casado;10;Biológicas;16; ;Produção;Auxiliar;4,1;3,62
Masculino;Casado;16;Exatas;25;Rio de Janeiro;Produção;Assistente;4,78;10,66
Feminino;Casado;14;Sócio-econômicas;19;Rio de Janeiro;Vendas;Assistente;9,96;11,26
Feminino;Casado;18;Sócio-econômicas;17;Rio de Janeiro;Vendas;Gerente;34,85;126,52
Masculino;Casado;18;Sócio-econômicas;18;Rio de Janeiro;Vendas;Assistente;26,53;23,84
Feminino;Casado;12;Humanas;15;Rio de Janeiro;Produção;Assistente;4,92;12,34
Feminino;Solteiro;14;Sócio-econômicas;12;Curitiba;Vendas;Auxiliar;10,19;18,14
Feminino;Casado;17;Humanas;23;Rio de Janeiro;Vendas;Assistente;29,13;75,34
Masculino;Casado;13;Exatas;23;Rio de Janeiro;Produção;Auxiliar;3,98;4,46
Masculino;Divorciado;16;Sócio-econômicas;31;Rio de Janeiro;Vendas;Assistente;19,67;13,16
Masculino;Casado;20;Sócio-econômicas;41;Curitiba;Vendas;Assistente;60,47;37,86
Feminino;Divorciado;16;Biológicas;19;Florianópolis;Vendas;Assistente;7,66;28,6
Feminino;Casado;13;Humanas;10;Florianópolis;Pessoal;Auxiliar;1,93;2,46
Masculino;Casado;18;Biológicas;11;Rio de Janeiro;Vendas;Assistente;21,01;46,9
Masculino;Divorciado;15;Sócio-econômicas;11;Rio de Janeiro;Vendas;Assistente;22,61;13,34
Masculino;Casado;18;Sócio-econômicas;36;Rio de Janeiro;Vendas;Gerente;43,12;113,24
Masculino;Casado;16;Sócio-econômicas;23;Rio de Janeiro;Vendas;Gerente;40,34;53,52
Masculino;Casado;16;Sócio-econômicas;17;Rio de Janeiro;Vendas;Assistente;16,5;94,06
Masculino;Casado;17;Biológicas;12;Rio de Janeiro;Vendas;Assistente;21,8;24,36
Masculino;Divorciado;15;Exatas;22;Curitiba;Financeiro;Auxiliar;1,71;14,76
Feminino;Casado;17;Exatas;17;Rio de Janeiro;Vendas;Assistente;10,78;68,06
Masculino;Casado;18;Sócio-econômicas;17;Curitiba;Vendas;Assistente;28,17;28,9
Feminino;Casado;15;Sócio-econômicas;4;Curitiba;Produção;Auxiliar;4,1;8,68
Masculino;Casado;17;Humanas;31;Curitiba;Vendas;Assistente;15,53;43,6
Masculino;Casado;13;Humanas;10;Curitiba;Produção;Auxiliar;8,85;5,22
Masculino;Casado;13;Biológicas;15;São Paulo;Produção;Assistente;4,78;37,86
Masculino;Casado;18;Sócio-econômicas;19;Rio de Janeiro;Vendas;Gerente;15,53;53,52
Feminino;Casado;11;Sócio-econômicas;15;Curitiba;Pessoal;Assistente;4,65;5,66
Feminino;Casado;13;Sócio-econômicas;0;Florianópolis;Produção;Auxiliar;1,96;4,04
Masculino;Divorciado; ;Exatas;23;Rio de Janeiro;Vendas;Assistente;13,57;11,1
Feminino;Solteiro;12;Biológicas;9;Rio de Janeiro;Vendas;Auxiliar;1,1;3,28
Masculino;Viúvo;16;Sócio-econômicas;36;São Paulo;Vendas;Assistente;10,07;15,12
Feminino;Solteiro;15;Sócio-econômicas;10;Rio de Janeiro;Vendas;Assistente;4,04;21,82
Feminino;Solteiro;11;Exatas;0;Florianópolis;Produção;Auxiliar;1,43;2,06
Feminino;Casado;11;Exatas;16;São Paulo;Produção;Auxiliar;3,05;3,02
Feminino;Casado;14;Humanas;26;Curitiba;Produção;Auxiliar;5,19;11,4
Feminino;Divorciado;11;Exatas;9;Curitiba;Produção;Auxiliar;1,95;2,2
Masculino;Casado;16;Sócio-econômicas;21;Curitiba;Vendas;Gerente;39,44;28,6
Masculino;Casado;17;Sócio-econômicas;21;Curitiba;Vendas;Assistente;16,18;18,14
Masculino;Casado;18;Humanas;31;Rio de Janeiro;Vendas;Assistente;36,24;46,06
Masculino;Divorciado;15;Sócio-econômicas;10;Curitiba;Vendas;Assistente;15,22;26
Masculino;Casado;18;Biológicas;17;Curitiba;Vendas;Assistente;27,22;86,24
Masculino;Solteiro;11;Exatas;0;Curitiba;Produção;Auxiliar;1,54;3,24
Masculino;Divorciado;17;Sócio-econômicas;10;Rio de Janeiro;Pess ;Assistente;4,78;6,58
Masculino;Casado;12;Biológicas;1;Florianópolis;Produção;Auxiliar;2,57;18,78
Masculino;Divorciado;15;Sócio-econômicas;20;São Paulo;Vendas;Assistente;15,22;27,42
Masculino;Casado;16;Sócio-econômicas;27;Rio de Janeiro;Vendas;Assistente;9,84;17,3
Masculino;Divorciado;11;Exatas;0;Curitiba;Pessoal;Auxiliar;1,71;10,82
Feminino;Viúvo;11;Humanas;0;Rio de Janeiro;Vendas;Auxiliar;2,91;3,66
Feminino;Viúvo;9;Biológicas;5;Curitiba;Produção;Auxiliar;1,7;5,56
Feminino;Casado;15;Exatas;7;Curitiba;Produção;Auxiliar;5,05;3,54
Masculino;Casado;19;Biológicas;27;Curitiba;Vendas;Assistente;28,41;53,06
Feminino;Casado;11;Biológicas;6;Curitiba;Pessoal;Auxiliar;2,96;14,94
Masculino;Casado;13;Humanas;8;Rio de Janeiro;Vendas;Assistente;4,72;10,82
Masculino;Casado;15;Exatas;0;Curitiba;Financeiro;Auxiliar;1,99;3,7
Masculino;Viúvo;11;Exatas;0;Curitiba;Produção;Auxiliar;1,6;3,8
Masculino;Divorciado;18;Humanas;28;Rio de Janeiro;Vendas;Assistente;24,09;64,86
Masculino;Casado;19;Humanas;26;Rio de Janeiro;Vendas;Assistente;25,62;26,56
Feminino;Casado;14;Exatas;6;Curitiba;Produção;Auxiliar;1,49;3,5
